Gene,Sample,Protein accession,e.value,Score,NCBI.ID,Alignment length,Percent alignment
adeB,Bacterial genome,ECD_RS02160,0,1474.5,NC_012971,1039,1.00386473429952
ClassC,Bacterial genome,ECBD_RS20280,6.7e-185,622,NC_012947,375,0.974025974025974
adeB,Bacterial genome,ECBD_RS16700,0,1474.5,NC_012947,1039,1.00386473429952
adeB,Bacterial genome,ECBD_RS06330,0,1430,NC_012947,1029,0.994202898550725
tolC,Bacterial genome,ECBD_RS03625,2.2e-203,683.8,NC_012947,442,1.00683371298405
adeB,Bacterial genome,ECBD_RS02475,0,1455.7,NC_012947,1032,0.997101449275362
tetD,Bacterial genome,ECBD_RS01680,6.7e-154,520.4,NC_012947,382,0.969543147208122
adeB,Bacterial genome,ECBD_RS01175,0,1397.7,NC_012947,1032,0.997101449275362
ClassC,Bacterial genome,ECB_RS21405,6.7e-185,622,NC_012967,375,0.974025974025974
adeB,Bacterial genome,ECB_RS17795,0,1397.7,NC_012967,1032,0.997101449275362
adeB,Bacterial genome,ECB_RS16510,0,1455.7,NC_012967,1032,0.997101449275362
tolC,Bacterial genome,ECB_RS15360,2.2e-203,683.8,NC_012967,442,1.00683371298405
adeB,Bacterial genome,ECB_RS12440,0,1430,NC_012967,1029,0.994202898550725
adeB,Bacterial genome,ECB_RS02160,0,1472.6,NC_012967,1039,1.00386473429952
adeB,Bacterial genome,ECA_RS20420,0,1434.3,NC_004547,1030,0.995169082125604
adeB,Bacterial genome,ECA_RS17000,0,1379.2,NC_004547,1029,0.994202898550725
adeB,Bacterial genome,ECA_RS05795,0,1498.2,NC_004547,1036,1.00096618357488
tolC,Bacterial genome,ECA_RS01700,1.6e-167,565.7,NC_004547,439,1
adeB,Bacterial genome,EB_RS05490,0,1507.4,NC_006513,1039,1.00386473429952
tolC,Bacterial genome,EB_RS04555,1.9e-141,479.7,NC_006513,432,0.984054669703872
intI,Bacterial genome,EB_RS00110,3.5e-141,477.5,NC_006513,317,0.993730407523511
adeB,Bacterial genome,EAMY_RS28950,0,1382.2,NC_013961,1029,0.994202898550725
adeB,Bacterial genome,EAMY_RS22160,0,1486.4,NC_013961,1036,1.00096618357488
ClassC,Bacterial genome,EAMY_RS19820,3.3e-168,567.1,NC_013961,377,0.979220779220779
tolC,Bacterial genome,EAMY_RS19460,7.2e-175,589.8,NC_013961,440,1.00227790432802
tolC,Bacterial genome,EAM_RS14640,7.2e-175,589.8,NC_013971,440,1.00227790432802
ClassC,Bacterial genome,EAM_RS14280,3.3e-168,567.1,NC_013971,377,0.979220779220779
adeB,Bacterial genome,EAM_RS11760,0,1382.2,NC_013971,1029,0.994202898550725
adeB,Bacterial genome,EAM_RS04975,0,1487.2,NC_013971,1036,1.00096618357488
vanC,Bacterial genome,EAL2_RS08895,1.9e-72,251.9,NZ_CP007452,346,0.988571428571429
mexC,Bacterial genome,DX03_RS10680,3.3e-129,439.2,NZ_CP007597,368,0.955844155844156
adeB,Bacterial genome,DX03_RS10675,0,1495,NZ_CP007597,1024,0.989371980676328
adeB,Bacterial genome,DX03_RS07450,0,1234.7,NZ_CP007597,1033,0.998067632850242
ClassA,Bacterial genome,DX03_RS04540,6.8e-88,302.3,NZ_CP007597,278,0.945578231292517
tolC,Bacterial genome,DX03_RS03530,2.3e-88,304.8,NZ_CP007597,442,1.00683371298405
adeB,Bacterial genome,DX03_RS02850,0,1465.9,NZ_CP007597,1039,1.00386473429952
ClassB,Bacterial genome,DX03_RS00240,1e-54,193.5,NZ_CP007597,270,1.02272727272727
tolC,Bacterial genome,DW66_RS25970,6.1e-91,313.2,NZ_CP007620,425,0.968109339407745
adeB,Bacterial genome,DW66_RS23435,0,1429.6,NZ_CP007620,1032,0.997101449275362
sul2,Bacterial genome,DW66_RS19095,8.5e-82,282.2,NZ_CP007620,258,0.948529411764706
intI,Bacterial genome,DW66_RS19090,1.5e-151,511.6,NZ_CP007620,317,0.993730407523511
sul2,Bacterial genome,DW66_RS18310,8.5e-82,282.2,NZ_CP007620,258,0.948529411764706
intI,Bacterial genome,DW66_RS18305,1.5e-151,511.6,NZ_CP007620,317,0.993730407523511
adeB,Bacterial genome,DW66_RS16080,0,1430.5,NZ_CP007620,1023,0.988405797101449
adeB,Bacterial genome,DW66_RS15940,0,1029.8,NZ_CP007620,1044,1.00869565217391
mexE,Bacterial genome,DW66_RS15935,1.3e-192,648.1,NZ_CP007620,412,0.995169082125604
ClassC,Bacterial genome,DW66_RS14200,2.3e-144,488.6,NZ_CP007620,367,0.953246753246753
tolC,Bacterial genome,DW66_RS11925,6.5e-89,306.6,NZ_CP007620,428,0.9749430523918
adeB,Bacterial genome,DVU3248_NA,2.6e-299,1003.4,NC_002937,1030,0.995169082125604
adeB,Bacterial genome,DVU2816_NA,0,1432.6,NC_002937,1026,0.991304347826087
adeB,Bacterial genome,DVU0061_NA,0,1093.4,NC_002937,1024,0.989371980676328
adeB,Bacterial genome,DVMF_RS10910,0,1117.9,NC_011769,1030,0.995169082125604
intI,Bacterial genome,DTPSY_RS13605,1.1e-150,508.7,NC_011992,316,0.990595611285266
adeB,Bacterial genome,DTPSY_RS11665,0,1281.2,NC_011992,1038,1.00289855072464
tolC,Bacterial genome,DTPSY_RS09215,1.9e-95,328.1,NC_011992,436,0.993166287015945
ClassA,Bacterial genome,DTPSY_RS07665,1.6e-91,314.2,NC_011992,275,0.935374149659864
adeB,Bacterial genome,DTPSY_RS05785,0,1036.6,NC_011992,1034,0.999033816425121
adeB,Bacterial genome,DTPSY_RS04680,0,1037.8,NC_011992,1035,1
adeB,Bacterial genome,DTPSY_RS01565,0,1401.5,NC_011992,1029,0.994202898550725
ANT9,Bacterial genome,DSY_RS23225,1.6e-105,359.7,NC_007907,249,0.957692307692308
vanX,Bacterial genome,DSY_RS19660,1.8e-101,345.3,NC_007907,200,0.99009900990099
vanW,Bacterial genome,DSY_RS19645,8.9e-110,374.2,NC_007907,272,0.992700729927007
vanA,Bacterial genome,DSY_RS19640,2.1e-154,521.5,NC_007907,342,0.997084548104956
tetA,Bacterial genome,DSY_RS07100,2.6e-93,320.8,NC_007907,390,0.960591133004926
ANT6,Bacterial genome,DSY_RS07035,7.6e-72,249.4,NC_007907,283,0.982638888888889
adeB,Bacterial genome,DSUI_RS15595,0,1559.6,NC_016616,1031,0.996135265700483
mexC,Bacterial genome,DSUI_RS15590,5.5e-138,468.1,NC_016616,362,0.94025974025974
adeB,Bacterial genome,DSUI_RS09125,0,1083.5,NC_016616,1022,0.98743961352657
tolC,Bacterial genome,DSUI_RS01940,6.4e-117,398.9,NC_016616,443,1.00911161731207
tolC,Bacterial genome,DSC_RS12645,6.4e-85,293.4,NC_016147,437,0.995444191343964
adeB,Bacterial genome,DSC_RS07290,0,1239.4,NC_016147,1035,1
intI,Bacterial genome,DSC_RS00670,1.9e-133,452.1,NC_016147,296,0.927899686520376
CAT,Bacterial genome,DR96_RS17290,1.4e-87,300.4,NZ_CP008920,210,0.967741935483871
sul2,Bacterial genome,DR96_RS16805,6.9e-184,617.1,NZ_CP008920,270,0.992647058823529
ANT3,Bacterial genome,DR96_RS15610,1.3e-78,271.3,NZ_CP008920,255,0.96958174904943
vanC,Bacterial genome,DR96_RS15335,4.7e-73,253.9,NZ_CP008920,347,0.991428571428571
tolC,Bacterial genome,DR96_RS07260,1.7e-114,390.9,NZ_CP008920,438,0.997722095671982
ClassC,Bacterial genome,DR96_RS06985,5.6e-148,500.5,NZ_CP008920,364,0.945454545454545
adeB,Bacterial genome,DR96_RS03690,0,1037.1,NZ_CP008920,1037,1.00193236714976
tolC,Bacterial genome,DR96_RS02230,4.2e-149,504.9,NZ_CP008920,438,0.997722095671982
tetD,Bacterial genome,DR96_RS01290,5.1e-154,520.8,NZ_CP008920,382,0.969543147208122
adeB,Bacterial genome,DR96_RS00855,0,1454.9,NZ_CP008920,1037,1.00193236714976
ClassC,Bacterial genome,DR64_RS40480,5.2e-159,536.8,NZ_CP008762,377,0.979220779220779
adeB,Bacterial genome,DR64_RS38765,1.5e-301,1010.8,NZ_CP008762,1037,1.00193236714976
adeB,Bacterial genome,DR64_RS14185,0,1467.5,NZ_CP008760,1031,0.996135265700483
adeB,Bacterial genome,DR64_RS03245,0,1191.6,NZ_CP008760,1031,0.996135265700483
tetA,Bacterial genome,DR_0472,2e-116,396.9,NC_001263,383,0.943349753694581
adeB,Bacterial genome,DOLE_RS14895,0,1361.4,NC_009943,1038,1.00289855072464
adeB,Bacterial genome,DMR_RS13655,0,1107.6,NC_012796,1027,0.992270531400966
adeB,Bacterial genome,DMR_RS02000,0,1012.3,NC_012796,1031,0.996135265700483
adeB,Bacterial genome,DM80_RS27645,0,1452.2,NZ_CP008730,1032,0.997101449275362
adeB,Bacterial genome,DM80_RS15975,0,1263.5,NZ_CP008730,1021,0.986473429951691
ClassA,Bacterial genome,DM80_RS15035,4.1e-80,276.8,NZ_CP008729,275,0.935374149659864
ClassA,Bacterial genome,DM80_RS13605,8.1e-107,364.4,NZ_CP008729,277,0.942176870748299
adeB,Bacterial genome,DM80_RS12015,1.2e-300,1007.8,NZ_CP008729,1035,1
ClassC,Bacterial genome,DM80_RS04270,8.2e-146,493.4,NZ_CP008728,376,0.976623376623377
adeB,Bacterial genome,DM42_RS36590,0,1170.1,NZ_CP007787,1030,0.995169082125604
adeB,Bacterial genome,DM42_RS31510,0,1452,NZ_CP007787,1032,0.997101449275362
tetQ,Bacterial genome,DM42_RS26665,1.5e-62,219.5,NZ_CP007787,666,1.01369863013699
tetA,Bacterial genome,DM42_RS24680,1.4e-147,499.6,NZ_CP007787,387,0.95320197044335
adeB,Bacterial genome,DM42_RS19665,0,1272.7,NZ_CP007787,1025,0.990338164251208
ClassA,Bacterial genome,DM42_RS18195,1.2e-84,291.6,NZ_CP007786,275,0.935374149659864
mexC,Bacterial genome,DM42_RS16745,2.8e-188,633.7,NZ_CP007786,373,0.968831168831169
adeB,Bacterial genome,DM42_RS16740,0,1572.5,NZ_CP007786,1027,0.992270531400966
ClassA,Bacterial genome,DM42_RS16520,1.3e-107,367,NZ_CP007786,270,0.918367346938776
adeB,Bacterial genome,DM42_RS14525,2.4e-299,1003.5,NZ_CP007786,1035,1
adeB,Bacterial genome,DM42_RS10460,0,1028.6,NZ_CP007786,1035,1
adeB,Bacterial genome,DM42_RS08265,0,1576.2,NZ_CP007786,1026,0.991304347826087
mexC,Bacterial genome,DM42_RS08260,6e-188,632.6,NZ_CP007786,380,0.987012987012987
ANT3,Bacterial genome,DM42_RS07830,1.3e-109,372.9,NZ_CP007786,257,0.977186311787072
adeB,Bacterial genome,DM42_RS04875,0,1450,NZ_CP007785,1032,0.997101449275362
adeB,Bacterial genome,DM42_RS04305,0,1392.3,NZ_CP007785,1052,1.01642512077295
ClassC,Bacterial genome,DM42_RS01125,1.5e-152,515.6,NZ_CP007785,375,0.974025974025974
ClassA,Bacterial genome,DM39_RS34295,8.2e-86,295.5,NZ_CP007784,287,0.976190476190476
ClassA,Bacterial genome,DM39_RS32535,2e-108,369.7,NZ_CP007784,272,0.925170068027211
adeB,Bacterial genome,DM39_RS17915,0,1456.9,NZ_CP007783,1032,0.997101449275362
adeB,Bacterial genome,DM39_RS12400,0,1267.5,NZ_CP007783,1025,0.990338164251208
tetA,Bacterial genome,DM39_RS07410,7.4e-144,487.3,NZ_CP007783,390,0.960591133004926
mexC,Bacterial genome,DM39_RS02550,1.5e-183,618.1,NZ_CP007782,381,0.98961038961039
adeB,Bacterial genome,DM39_RS02545,0,1572.1,NZ_CP007782,1027,0.992270531400966
ClassC,Bacterial genome,DM39_RS01425,7.2e-153,516.6,NZ_CP007782,373,0.968831168831169
adeB,Bacterial genome,DK61_RS10845,0,1122.4,NZ_CP007789,1025,0.990338164251208
adeB,Bacterial genome,DK61_RS03720,0,1055.6,NZ_CP007788,1027,0.992270531400966
adeB,Bacterial genome,DK55_RS07180,0,1125.7,NZ_CP007765,1025,0.990338164251208
adeB,Bacterial genome,DK53_RS01625,0,1125.7,NZ_CP007705,1025,0.990338164251208
adeB,Bacterial genome,DK49_RS05945,0,1125.7,NZ_CP007663,1025,0.990338164251208
adeB,Bacterial genome,DK48_RS14435,0,1125.7,NZ_CP007681,1025,0.990338164251208
ANT6,Bacterial genome,DJ48_RS11975,1.3e-83,288.1,NZ_CP007618,279,0.96875
CAT,Bacterial genome,DJ48_RS09830,1e-83,287.7,NZ_CP007618,214,0.986175115207373
ClassA,Bacterial genome,DJ48_RS09380,1.3e-107,367.1,NZ_CP007618,274,0.931972789115646
tetQ,Bacterial genome,DJ48_RS06860,1.7e-126,430.9,NZ_CP007618,617,0.939117199391172
ClassB,Bacterial genome,DJ48_RS04785,5e-80,276.5,NZ_CP007618,255,0.965909090909091
ClassB,Bacterial genome,DJ46_RS12375,5e-80,276.5,NZ_CP007666,255,0.965909090909091
tetQ,Bacterial genome,DJ46_RS10280,5.3e-126,429.2,NZ_CP007666,617,0.939117199391172
ClassA,Bacterial genome,DJ46_RS07745,1.3e-107,367.1,NZ_CP007666,274,0.931972789115646
CAT,Bacterial genome,DJ46_RS07295,1e-83,287.7,NZ_CP007666,214,0.986175115207373
ANT6,Bacterial genome,DJ46_RS05145,1.3e-83,288.1,NZ_CP007666,279,0.96875
ANT6,Bacterial genome,DJ45_RS19745,1.3e-83,288.1,NZ_CP008752,279,0.96875
CAT,Bacterial genome,DJ45_RS17595,1e-83,287.7,NZ_CP008752,214,0.986175115207373
ClassA,Bacterial genome,DJ45_RS17145,1.3e-107,367.1,NZ_CP008752,274,0.931972789115646
tetQ,Bacterial genome,DJ45_RS14595,5.3e-126,429.2,NZ_CP008752,617,0.939117199391172
ClassB,Bacterial genome,DJ45_RS12480,5e-80,276.5,NZ_CP008752,255,0.965909090909091
ClassB,Bacterial genome,DJ44_RS09435,5e-80,276.5,NZ_CP007704,255,0.965909090909091
tetQ,Bacterial genome,DJ44_RS07330,5.3e-126,429.2,NZ_CP007704,617,0.939117199391172
ClassA,Bacterial genome,DJ44_RS04780,1.3e-107,367.1,NZ_CP007704,274,0.931972789115646
CAT,Bacterial genome,DJ44_RS04330,1e-83,287.7,NZ_CP007704,214,0.986175115207373
ANT6,Bacterial genome,DJ44_RS02180,1.3e-83,288.1,NZ_CP007704,279,0.96875
adeB,Bacterial genome,DJ40_RS19210,0,1458.1,NZ_CP008943,1029,0.994202898550725
tolC,Bacterial genome,DJ40_RS15365,2.4e-163,551.8,NZ_CP008943,439,1
adeB,Bacterial genome,DJ40_RS09575,0,1347.7,NZ_CP008943,1032,0.997101449275362
adeB,Bacterial genome,DJ40_RS06850,0,1478.3,NZ_CP008943,1038,1.00289855072464
adeB,Bacterial genome,DI57_RS20625,0,1469.9,NZ_CP007546,1031,0.996135265700483
adeB,Bacterial genome,DI57_RS18175,0,1346,NZ_CP007546,1027,0.992270531400966
ClassC,Bacterial genome,DI57_RS16490,1.5e-186,627.5,NZ_CP007546,380,0.987012987012987
CAT,Bacterial genome,DI57_RS14035,1.3e-71,248.1,NZ_CP007546,209,0.963133640552995
vanC,Bacterial genome,DI57_RS13895,4.3e-69,240.9,NZ_CP007546,347,0.991428571428571
adeB,Bacterial genome,DI57_RS13420,0,1495.5,NZ_CP007546,1036,1.00096618357488
qnr,Bacterial genome,DI57_RS07225,1.1e-99,340.1,NZ_CP007546,213,0.977064220183486
adeB,Bacterial genome,DI57_RS06585,0,1459.7,NZ_CP007546,1027,0.992270531400966
adeB,Bacterial genome,DI57_RS03065,0,1416.2,NZ_CP007546,1029,0.994202898550725
tolC,Bacterial genome,DI57_RS00280,3.9e-187,630.3,NZ_CP007546,439,1
tetQ,Bacterial genome,DHBDCA_RS03925,2.1e-66,232.3,NC_018866,639,0.972602739726027
tetA,Bacterial genome,DHAF_RS12205,2.6e-93,320.8,NC_011830,390,0.960591133004926
ANT6,Bacterial genome,DHAF_RS12140,7.6e-72,249.4,NC_011830,283,0.982638888888889
vanA,Bacterial genome,DHAF_RS08300,2.8e-153,517.8,NC_011830,339,0.988338192419825
vanW,Bacterial genome,DHAF_RS08295,1.6e-109,373.4,NC_011830,272,0.992700729927007
vanX,Bacterial genome,DHAF_RS08285,3.4e-102,347.6,NC_011830,200,0.99009900990099
ANT9,Bacterial genome,DHAF_RS04795,7.5e-106,360.7,NC_011830,249,0.957692307692308
tetA,Bacterial genome,DGO_RS02730,3.6e-120,409.2,NC_017790,386,0.950738916256158
tetA,Bacterial genome,DGO_RS00390,2.4e-83,288,NC_017790,392,0.96551724137931
ANT6,Bacterial genome,DF16_RS20540,2e-86,297.3,NZ_CP007607,279,0.96875
tetA,Bacterial genome,DF16_RS17800,3.1e-91,313.9,NZ_CP007607,390,0.960591133004926
tetQ,Bacterial genome,DF16_RS16615,2.6e-130,443.4,NZ_CP007607,622,0.946727549467275
ClassA,Bacterial genome,DF16_RS13995,9.4e-103,351.1,NZ_CP007607,269,0.914965986394558
ClassB,Bacterial genome,DF16_RS13035,2.8e-80,277.3,NZ_CP007607,255,0.965909090909091
adeB,Bacterial genome,DEVAL_RS15200,2.6e-299,1003.4,NC_017310,1030,0.995169082125604
adeB,Bacterial genome,DEVAL_RS13110,0,1432.6,NC_017310,1026,0.991304347826087
adeB,Bacterial genome,DEVAL_RS00450,0,1093.4,NC_017310,1024,0.989371980676328
tetA,Bacterial genome,DESRU_RS14780,1.4e-92,318.3,NC_015589,393,0.967980295566502
adeB,Bacterial genome,DESPR_RS06585,0,1494.7,NC_014972,1033,0.998067632850242
vanZ,Bacterial genome,DESOR_RS18695,6.9e-78,268.1,NC_016584,165,1.02484472049689
tetA,Bacterial genome,DESMER_RS09455,2.6e-95,327.4,NC_018515,386,0.950738916256158
vanZ,Bacterial genome,DESMER_RS08660,1.4e-64,224.9,NC_018515,161,1
vanC,Bacterial genome,DESGI_RS08305,2.2e-93,320.8,NC_021184,343,0.98
vanX,Bacterial genome,DESDI_RS07135,7.4e-98,333.5,NC_019903,200,0.99009900990099
vanA,Bacterial genome,DESDI_RS07130,1.6e-156,528.4,NC_019903,342,0.997084548104956
vanW,Bacterial genome,DESDI_RS07125,1.4e-108,370.3,NC_019903,271,0.989051094890511
ANT9,Bacterial genome,DESDE_RS08250,2.5e-108,368.8,NC_018017,255,0.980769230769231
adeB,Bacterial genome,DESAL_RS16755,0,1047,NC_012881,1039,1.00386473429952
adeB,Bacterial genome,DESAF_RS06055,0,1080.5,NC_016629,1030,0.995169082125604
CAT,Bacterial genome,DESACI_RS12220,6.7e-51,180.5,NC_018068,213,0.981566820276498
tetA,Bacterial genome,DESACI_RS11510,5e-87,300.1,NC_018068,392,0.96551724137931
adeB,Bacterial genome,DELCS14_RS16825,0,1311.7,NC_015563,1042,1.00676328502415
tolC,Bacterial genome,DELCS14_RS14215,4.2e-95,327,NC_015563,422,0.96127562642369
ClassA,Bacterial genome,DELCS14_RS11275,3.8e-87,299.9,NC_015563,272,0.925170068027211
adeB,Bacterial genome,DELCS14_RS07390,0,1054.3,NC_015563,1035,1
adeB,Bacterial genome,DELCS14_RS04315,0,1571.8,NC_015563,1022,0.98743961352657
adeB,Bacterial genome,DELCS14_RS03730,0,1346.9,NC_015563,1033,0.998067632850242
adeB,Bacterial genome,DELCS14_RS02175,0,1435.3,NC_015563,1036,1.00096618357488
tetQ,Bacterial genome,DELCS14_RS01965,1.4e-63,223,NC_015563,669,1.01826484018265
tetA,Bacterial genome,DEIPE_RS10800,2.1e-108,370.5,NC_019793,382,0.940886699507389
tetA,Bacterial genome,DEIMA_RS11825,2.3e-100,344,NC_014958,391,0.963054187192118
tetA,Bacterial genome,DEIMA_RS00630,3.6e-92,317.1,NC_014958,388,0.955665024630542
tetQ,Bacterial genome,DEHRE_RS08065,1e-66,233.4,NZ_CP007033,639,0.972602739726027
ClassA,Bacterial genome,DEBA_RS12435,1.5e-97,334,NC_014365,273,0.928571428571429
adeB,Bacterial genome,DEBA_RS12205,0,1052.7,NC_014365,1035,1
adeB,Bacterial genome,DEBA_RS08930,0,1524.3,NC_014365,1032,0.997101449275362
adeB,Bacterial genome,DDA3937_RS14120,0,1335.3,NC_014500,1031,0.996135265700483
mexC,Bacterial genome,DDA3937_RS07160,3.1e-161,544.7,NC_014500,360,0.935064935064935
adeB,Bacterial genome,DDA3937_RS07155,0,1552.5,NC_014500,1027,0.992270531400966
adeB,Bacterial genome,DDA3937_RS05735,0,1489.9,NC_014500,1035,1
qnr,Bacterial genome,DDA3937_RS01830,1e-91,314.1,NC_014500,212,0.972477064220184
tolC,Bacterial genome,DDA3937_RS01740,9.8e-166,559.7,NC_014500,439,1
adeB,Bacterial genome,DD586_RS14145,0,1409.7,NC_013592,1032,0.997101449275362
adeB,Bacterial genome,DD586_RS13360,0,1338.6,NC_013592,1031,0.996135265700483
mexC,Bacterial genome,DD586_RS06630,9.7e-157,529.9,NC_013592,355,0.922077922077922
adeB,Bacterial genome,DD586_RS06625,0,1558.3,NC_013592,1029,0.994202898550725
adeB,Bacterial genome,DD586_RS05255,0,1486.5,NC_013592,1033,0.998067632850242
tolC,Bacterial genome,DD586_RS01670,8.7e-165,556.6,NC_013592,439,1
tetQ,Bacterial genome,DCF50_RS04215,2.1e-66,232.3,NC_018867,639,0.972602739726027
tetQ,Bacterial genome,DC74_RS38230,1.4e-85,295.6,NZ_CP007574,643,0.97869101978691
ClassA,Bacterial genome,DC74_RS06195,6.8e-96,328.6,NZ_CP007574,280,0.952380952380952
ClassA,Bacterial genome,DC74_RS03165,9.3e-94,321.6,NZ_CP007574,269,0.914965986394558
tolC,Bacterial genome,DBAC_RS06710,7.8e-89,306.3,NC_013173,438,0.997722095671982
adeB,Bacterial genome,DBAC_RS00505,0,1450,NC_013173,1024,0.989371980676328
tolC,Bacterial genome,DARO_RS20025,7.4e-124,421.7,NC_007298,427,0.972665148063781
intI,Bacterial genome,DARO_RS17510,9.1e-152,512.3,NC_007298,315,0.987460815047022
adeB,Bacterial genome,DARO_RS11150,0,1074.9,NC_007298,1021,0.986473429951691
adeB,Bacterial genome,DAES_RS04950,0,1094.7,NC_014844,1032,0.997101449275362
adeB,Bacterial genome,DACSA_RS05090,0,1012.2,NC_019780,1037,1.00193236714976
adeB,Bacterial genome,DACI_RS29610,0,1345.3,NC_010002,1031,0.996135265700483
adeB,Bacterial genome,DACI_RS29020,0,1570,NC_010002,1022,0.98743961352657
adeB,Bacterial genome,DACI_RS25960,0,1055.1,NC_010002,1035,1
ClassA,Bacterial genome,DACI_RS23010,4.5e-88,302.9,NC_010002,272,0.925170068027211
tolC,Bacterial genome,DACI_RS19840,5.9e-95,326.5,NC_010002,420,0.956719817767654
adeB,Bacterial genome,DACI_RS16955,0,1309.1,NC_010002,1042,1.00676328502415
adeB,Bacterial genome,DACI_RS02510,0,1436.1,NC_010002,1036,1.00096618357488
adeB,Bacterial genome,DACET_RS01150,0,1406.5,NC_013943,1040,1.0048309178744
ClassC,Bacterial genome,DA70_RS23570,1e-152,516.1,NZ_CP007506,358,0.92987012987013
adeB,Bacterial genome,DA70_RS10575,0,1025,NZ_CP007506,1040,1.0048309178744
adeB,Bacterial genome,DA70_RS06765,0,1528.6,NZ_CP007506,1029,0.994202898550725
tolC,Bacterial genome,D934_RS00005,3.4e-83,287.7,NZ_CP006696,439,1
adeB,Bacterial genome,D364_RS21170,0,1315.7,NC_022566,1027,0.992270531400966
tolC,Bacterial genome,D364_RS18180,5.9e-186,626.4,NC_022566,441,1.00455580865604
adeB,Bacterial genome,D364_RS14635,0,1425.1,NC_022566,1028,0.993236714975845
adeB,Bacterial genome,D364_RS10785,0,1463,NC_022566,1021,0.986473429951691
ClassA,Bacterial genome,D364_RS08345,6.7e-121,410.7,NC_022566,285,0.969387755102041
adeB,Bacterial genome,D364_RS02305,0,1492.2,NC_022566,1039,1.00386473429952
adeB,Bacterial genome,CYLST_RS26325,0,1017.2,NC_019757,1036,1.00096618357488
adeB,Bacterial genome,CYAN8802_RS18770,0,1060.2,NC_013161,1033,0.998067632850242
adeB,Bacterial genome,CYAN7822_RS16460,0,1029.1,NC_014501,1037,1.00193236714976
adeB,Bacterial genome,CYAN7425_RS23480,0,1027.7,NC_011884,1023,0.988405797101449
adeB,Bacterial genome,CYAN10605_RS05015,0,1022.3,NC_019776,1039,1.00386473429952
tetQ,Bacterial genome,CYAN10605_RS02105,2e-78,272,NC_019776,664,1.01065449010654
tolC,Bacterial genome,CV_RS19425,5.9e-96,329.8,NC_005085,436,0.993166287015945
vanC,Bacterial genome,CV_RS12085,5e-70,243.9,NC_005085,348,0.994285714285714
adeB,Bacterial genome,CV_RS11010,0,1286.9,NC_005085,1024,0.989371980676328
ClassC,Bacterial genome,CV_RS06385,1.6e-170,574.7,NC_005085,365,0.948051948051948
adeB,Bacterial genome,CV_RS02115,0,1127.5,NC_005085,1028,0.993236714975845
CAT,Bacterial genome,CURI_RS07645,3.8e-39,142,NC_018664,209,0.963133640552995
vanT,Bacterial genome,CURI_RS02550,7.9e-235,788.9,NC_018664,698,1.00721500721501
vanC,Bacterial genome,CURI_RS02540,2.7e-96,330.3,NC_018664,343,0.98
vanW,Bacterial genome,CURI_RS02535,8.8e-110,374.3,NC_018664,270,0.985401459854015
vanC,Bacterial genome,CTHE_RS10060,9.2e-75,259.5,NC_009012,359,1.02571428571429
adeB,Bacterial genome,CTCNB1_RS13865,0,1337,NC_013446,1042,1.00676328502415
intI,Bacterial genome,CTCNB1_RS12575,5.7e-141,476.8,NC_013446,317,0.993730407523511
tolC,Bacterial genome,CTCNB1_RS11755,4.3e-96,330.2,NC_013446,435,0.990888382687927
ClassA,Bacterial genome,CTCNB1_RS10735,3.2e-82,283.7,NC_013446,272,0.925170068027211
adeB,Bacterial genome,CTCNB1_RS09130,0,1344.9,NC_013446,1033,0.998067632850242
adeB,Bacterial genome,CTCNB1_RS01725,0,1345.7,NC_013446,1038,1.00289855072464
tetQ,Bacterial genome,CTCNB1_RS01500,6e-64,224.2,NC_013446,667,1.01522070015221
vanC,Bacterial genome,CTC_RS01445,1.2e-72,252.6,NC_004557,335,0.957142857142857
ClassB,Bacterial genome,CT43_RS17095,4.3e-80,276.7,NC_017208,256,0.96969696969697
