RefSoil ID,Taxon ID,Kingdom,Phylum,Organism,Contains.plasmid,length.phy,Source,NCBI.ID
RefSoil_464,153948,Bacteria,Betaproteobacteria,Nitrosomonas sp. AL212,TRUE,91,plasmid1,NC_015223.1
RefSoil_465,675635,Bacteria,Actinobacteria,Pseudonocardia dioxanivorans CB1190,TRUE,117,plasmid1,NC_015314.1
RefSoil_467,999541,Bacteria,Betaproteobacteria,Burkholderia gladioli BSR3,TRUE,91,plasmid1,NC_015382.1
RefSoil_469,929506,Bacteria,Firmicutes,Clostridium botulinum BKT015925,TRUE,206,plasmid1,NC_015417.1
RefSoil_471,1005058,Bacteria,Gammaproteobacteria,Gallibacterium anatis UMN179,TRUE,193,plasmid1,NC_015461.1
RefSoil_480,702113,Bacteria,Alphaproteobacteria,Novosphingobium sp. PP1Y,TRUE,124,plasmid1,NC_015579.1
RefSoil_482,693982,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti AK83,TRUE,124,plasmid1,NC_015597.1
RefSoil_483,690566,Bacteria,Alphaproteobacteria,Sphingobium chlorophenolicum L-1,TRUE,124,plasmid1,NC_015595.1
RefSoil_487,656024,Bacteria,Actinobacteria,Frankia symbiont of Datisca glomerata,TRUE,117,plasmid1,NC_015664.1
RefSoil_492,504832,Bacteria,Alphaproteobacteria,Oligotropha carboxidovorans OM5,TRUE,124,plasmid1,NC_015689.1
RefSoil_493,991791,Bacteria,Firmicutes,Clostridium acetobutylicum DSM 1731,TRUE,206,plasmid1,NC_015686.1
RefSoil_498,1042878,Bacteria,Betaproteobacteria,Cupriavidus necator N-1,TRUE,91,plasmid1,NC_015727.1
RefSoil_510,653045,Bacteria,Actinobacteria,Streptomyces violaceusniger Tu 4113,TRUE,117,plasmid1,NC_015951.1
RefSoil_511,627192,Bacteria,Alphaproteobacteria,Sphingobium sp. SYK-6,TRUE,124,plasmid1,NC_015974.1
RefSoil_512,1034807,Bacteria,Bacteroidetes,Flavobacterium branchiophilum FL-15,TRUE,19,plasmid1,NC_018751.1
RefSoil_520,1003195,Bacteria,Actinobacteria,Streptomyces cattleya NRRL 8057,TRUE,117,plasmid1,NC_016113.1
RefSoil_521,591167,Bacteria,Actinobacteria,Streptomyces pratensis ATCC 33331,TRUE,117,plasmid1,NC_016110.1
RefSoil_523,580340,Bacteria,Synergistetes,Thermovirga lienii DSM 17291,TRUE,1,plasmid1,NC_016149.1
RefSoil_526,1045856,Bacteria,Gammaproteobacteria,Enterobacter cloacae EcWSU1,TRUE,193,plasmid1,NC_016515.1
RefSoil_536,1097668,Bacteria,Betaproteobacteria,Burkholderia sp. YI23,TRUE,91,plasmid1,NC_016626.1
RefSoil_533,1064539,Bacteria,Alphaproteobacteria,Azospirillum brasilense Sp245,TRUE,124,plasmid1,NC_016594.1
RefSoil_534,862908,Bacteria,Deltaproteobacteria,Halobacteriovorax marinus SJ,TRUE,39,plasmid1,NC_019100.1
RefSoil_535,862719,Bacteria,Alphaproteobacteria,Azospirillum lipoferum 4B,TRUE,124,plasmid1,NC_016585.1
RefSoil_541,334406,Bacteria,Firmicutes,Bacillus cereus NC7401,TRUE,206,plasmid1,NC_016772.1
RefSoil_542,347495,Bacteria,Firmicutes,Bacillus cereus F837/76,TRUE,206,plasmid1,NC_016780.1
RefSoil_548,1117943,Bacteria,Alphaproteobacteria,Sinorhizobium fredii HH103,TRUE,124,plasmid1,NC_016813.1
RefSoil_549,1123863,Bacteria,Gammaproteobacteria,Pantoea ananatis LMG 5342,TRUE,193,plasmid1,NC_016817.1
RefSoil_550,1069533,Bacteria,Firmicutes,Streptococcus infantarius subsp. infantariu,TRUE,206,plasmid1,NC_016837.1
RefSoil_553,1132507,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,plasmid1,NC_016825.1
RefSoil_555,588858,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,plasmid1,NC_016855.1
RefSoil_556,909946,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,plasmid1,NC_016858.1
RefSoil_557,718274,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,plasmid1,NC_016861.1
RefSoil_558,990282,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,plasmid1,NC_016864.1
RefSoil_561,1112204,Bacteria,Actinobacteria,Gordonia polyisoprenivorans VH2,TRUE,117,plasmid1,NC_016907.1
RefSoil_570,1008297,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,plasmid1,NC_017054.1
RefSoil_571,1151116,Bacteria,Gammaproteobacteria,Rahnella aquatilis HX2,TRUE,193,plasmid1,NC_017060.1
RefSoil_578,634453,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-03,TRUE,124,plasmid1,NC_017101.1
RefSoil_579,634459,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-12,TRUE,124,plasmid1,NC_017136.1
RefSoil_580,634457,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-32,TRUE,124,plasmid1,NC_017134.1
RefSoil_581,634454,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-07,TRUE,124,plasmid1,NC_017143.1
RefSoil_582,634455,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-22,TRUE,124,plasmid1,NC_017117.1
RefSoil_583,634456,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-26,TRUE,124,plasmid1,NC_017130.1
RefSoil_584,634458,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-01-42C,TRUE,124,plasmid1,NC_017104.1
RefSoil_586,1035377,Bacteria,Gammaproteobacteria,Yersinia pestis A1122,TRUE,193,plasmid1,NC_017169.1
RefSoil_588,1001582,Bacteria,Firmicutes,Bacillus amyloliquefaciens LL3,TRUE,206,plasmid1,NC_017189.1
RefSoil_591,645657,Bacteria,Firmicutes,Bacillus subtilis subsp. natto BEST195,TRUE,206,plasmid1,NC_017194.1
RefSoil_592,930170,Bacteria,Firmicutes,Bacillus thuringiensis serovar finitimu,TRUE,206,plasmid1,NC_017201.1
RefSoil_593,541229,Bacteria,Firmicutes,Bacillus thuringiensis serovar chinensis CT-43,TRUE,206,plasmid1,NC_017202.1
RefSoil_598,863638,Bacteria,Firmicutes,Clostridium acetobutylicum EA 2018,TRUE,206,plasmid1,NC_017296.1
RefSoil_601,573059,Bacteria,Deltaproteobacteria,Desulfovibrio vulgaris RCH1,TRUE,39,plasmid1,NC_017311.1
RefSoil_603,698936,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti BL225C,TRUE,124,plasmid1,NC_017324.1
RefSoil_604,707241,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti SM11,TRUE,124,plasmid1,NC_017327.1
RefSoil_605,759362,Bacteria,Alphaproteobacteria,Ketogulonicigenium vulgare WSH-001,TRUE,124,plasmid1,NC_017386.1
RefSoil_606,644651,Bacteria,Gammaproteobacteria,Erwinia pyrifoliae DSM 12163,TRUE,193,plasmid1,NC_017391.1
RefSoil_607,215689,Bacteria,Gammaproteobacteria,Erwinia sp. Ejp617,TRUE,193,plasmid1,NC_017442.1
RefSoil_613,932677,Bacteria,Gammaproteobacteria,Pantoea ananatis AJ13355,TRUE,193,plasmid1,NC_017533.1
RefSoil_616,1052684,Bacteria,Firmicutes,Paenibacillus polymyxa M1,TRUE,206,plasmid1,NC_017543.1
RefSoil_624,859655,Bacteria,Betaproteobacteria,Ralstonia solanacearum CMR15,TRUE,91,plasmid1,NC_017589.1
RefSoil_625,1031711,Bacteria,Betaproteobacteria,Ralstonia solanacearum Po82,TRUE,91,plasmid1,NC_017575.1
RefSoil_628,566546,Bacteria,Gammaproteobacteria,Escherichia coli W,TRUE,193,plasmid1,NC_017665.1
RefSoil_629,866895,Bacteria,Firmicutes,Halobacillus halophilus DSM 2266,TRUE,206,plasmid1,NC_017669.1
RefSoil_632,768494,Bacteria,Firmicutes,Bacillus anthracis str. H9401,TRUE,206,plasmid1,NC_017726.1
RefSoil_634,1133850,Bacteria,Actinobacteria,Streptomyces hygroscopicus subsp. jinggangensi,TRUE,117,plasmid1,NC_017766.1
RefSoil_636,745776,Bacteria,Deinococcus-Thermus,Deinococcus gobiensis I-0,TRUE,6,plasmid1,NC_017805.1
RefSoil_639,1037911,Bacteria,Gammaproteobacteria,Pseudomonas fluorescens A506,TRUE,193,plasmid1,NC_021361.1
RefSoil_641,416344,Bacteria,Betaproteobacteria,Burkholderia sp. KJ006,TRUE,91,plasmid1,NC_017923.1
RefSoil_643,1036672,Bacteria,Betaproteobacteria,Advenella kashmirensis WT001,TRUE,91,plasmid1,NC_017965.1
RefSoil_644,231023,Bacteria,Gammaproteobacteria,Pseudomonas putida ND6,TRUE,193,plasmid1,NC_018746.1
RefSoil_649,710421,Bacteria,Actinobacteria,Mycobacterium chubuense NBB4,TRUE,117,plasmid1,NC_018022.1
RefSoil_651,1002809,Bacteria,Firmicutes,Solibacillus silvestris StLB046,TRUE,206,plasmid1,NC_018069.1
RefSoil_652,646529,Bacteria,Firmicutes,Desulfosporosinus acidiphilus SJ4,TRUE,206,plasmid1,NC_018066.1
RefSoil_655,91891,Bacteria,Gammaproteobacteria,Legionella pneumophila subsp. pneumophila,TRUE,193,plasmid1,NC_018141.1
RefSoil_663,1217984,Bacteria,Firmicutes,Bacillus cereus FRI-35,TRUE,206,plasmid1,NC_018492.1
RefSoil_664,1218175,Bacteria,Firmicutes,Bacillus thuringiensis HD-771,TRUE,206,plasmid1,NC_018486.1
RefSoil_665,1217737,Bacteria,Firmicutes,Bacillus thuringiensis HD-789,TRUE,206,plasmid1,NC_018516.1
RefSoil_670,337191,Bacteria,Actinobacteria,Gordonia sp. KTR9,TRUE,117,plasmid1,NC_018582.1
RefSoil_674,932919,Bacteria,Firmicutes,Listeria monocytogenes SLCC2755,TRUE,206,plasmid1,NC_014495.1
RefSoil_675,932920,Bacteria,Firmicutes,Listeria monocytogenes SLCC2372,TRUE,206,plasmid1,NC_018889.1
RefSoil_677,863767,Bacteria,Firmicutes,Listeria monocytogenes serotype 7 str,TRUE,206,plasmid1,NC_018888.1
RefSoil_680,1218358,Bacteria,Chlamydiae,Chlamydia psittaci WC,TRUE,3,plasmid1,NC_018639.1
RefSoil_683,1128398,Bacteria,Firmicutes,[Clostridium] acidurici 9a,TRUE,206,plasmid1,NC_018657.1
RefSoil_686,1195464,Bacteria,Firmicutes,Bacillus thuringiensis MC28,TRUE,206,plasmid1,NC_018684.1
RefSoil_684,1229205,Bacteria,Betaproteobacteria,Burkholderia phenoliruptrix BR3459a,TRUE,91,plasmid1,NC_018696.1
RefSoil_687,1230587,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti Rm41,TRUE,124,plasmid1,NC_018682.1
RefSoil_695,527021,Bacteria,Firmicutes,Bacillus thuringiensis Bt407,TRUE,206,plasmid1,NC_018880.1
RefSoil_701,373994,Bacteria,Cyanobacteria,Rivularia sp. PCC 7116,TRUE,27,plasmid1,NC_019679.1
RefSoil_702,195253,Bacteria,Cyanobacteria,Synechococcus sp. PCC 6312,TRUE,27,plasmid1,NC_019681.1
RefSoil_705,56110,Bacteria,Cyanobacteria,Oscillatoria acuminata PCC 6304,TRUE,27,plasmid1,NC_019700.1
RefSoil_706,251229,Bacteria,Cyanobacteria,Chroococcidiopsis thermalis PCC 7203,TRUE,27,plasmid1,NC_019699.1
RefSoil_707,82654,Bacteria,Cyanobacteria,Pseudanabaena sp. PCC 7367,TRUE,27,plasmid1,NC_019690.1
RefSoil_708,1173263,Bacteria,Cyanobacteria,Synechococcus sp. PCC 7502,TRUE,27,plasmid1,NC_019691.1
RefSoil_710,179408,Bacteria,Cyanobacteria,Oscillatoria nigro-viridis PCC 7112,TRUE,27,plasmid1,NC_019763.1
RefSoil_711,1173027,Bacteria,Cyanobacteria,Microcoleus sp. PCC 7113,TRUE,27,plasmid1,NC_019739.1
RefSoil_712,1173026,Bacteria,Cyanobacteria,Gloeocapsa sp. PCC 7428,TRUE,27,plasmid1,NC_019746.1
RefSoil_713,111780,Bacteria,Cyanobacteria,Stanieria cyanosphaera PCC 7437,TRUE,27,plasmid1,NC_019765.1
RefSoil_714,56107,Bacteria,Cyanobacteria,Cylindrospermum stagnale PCC 7417,TRUE,27,plasmid1,NC_020050.1
RefSoil_715,755178,Bacteria,Cyanobacteria,Cyanobacterium aponinum PCC 10605,TRUE,27,plasmid1,NC_019777.1
RefSoil_717,937777,Bacteria,Deinococcus-Thermus,Deinococcus peraridilitoris DSM 19664,TRUE,6,plasmid1,NC_019789.1
RefSoil_719,1235461,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti GR4,TRUE,124,plasmid1,NC_019846.2
RefSoil_720,886293,Bacteria,Planctomycetes,Singulisphaera acidiphila DSM 18658,TRUE,1,plasmid1,NC_019893.1
RefSoil_721,717605,Bacteria,Firmicutes,Thermobacillus composti KWC4,TRUE,206,plasmid1,NC_019898.1
RefSoil_723,644801,Bacteria,Gammaproteobacteria,Pseudomonas stutzeri RCH2,TRUE,193,plasmid1,NC_019937.1
RefSoil_725,698761,Bacteria,Alphaproteobacteria,Rhizobium tropici CIAT 899,TRUE,124,plasmid1,NC_020060.1
RefSoil_728,1194526,Bacteria,Firmicutes,Staphylococcus warneri SG1,TRUE,206,plasmid1,NC_020165.1
RefSoil_729,1104325,Bacteria,Firmicutes,Enterococcus faecium NRRL B-2354,TRUE,206,plasmid1,NC_020208.1
RefSoil_732,435998,Bacteria,Gammaproteobacteria,Serratia marcescens WW4,TRUE,193,plasmid1,NC_020212.1
RefSoil_733,1279365,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid1,NC_020240.1
RefSoil_735,1091041,Bacteria,Firmicutes,Bacillus amyloliquefaciens IT-45,TRUE,206,plasmid1,NC_020273.1
RefSoil_736,931276,Bacteria,Firmicutes,Clostridium saccharoperbutylacetonicu,TRUE,206,plasmid1,NC_020292.1
RefSoil_737,1121362,Bacteria,Actinobacteria,Corynebacterium halotolerans YIM 70093,TRUE,117,plasmid1,NC_020303.1
RefSoil_738,1286404,Bacteria,Firmicutes,Bacillus thuringiensis serovar thuringiensi,TRUE,206,plasmid1,NC_020393.1
RefSoil_744,1214101,Bacteria,Actinobacteria,Streptomyces davawensis JCM 4913,TRUE,117,plasmid1,NC_020545.1
RefSoil_745,1121353,Bacteria,Actinobacteria,Corynebacterium callunae DSM 20147,TRUE,117,plasmid1,NC_020523.1
RefSoil_747,748247,Bacteria,Betaproteobacteria,Azoarcus sp. KH32C,TRUE,91,plasmid1,NC_020548.1
RefSoil_750,1286640,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti 2011,TRUE,124,plasmid1,NC_020527.1
RefSoil_752,745310,Bacteria,Alphaproteobacteria,Sphingomonas sp. MM-1,TRUE,124,plasmid1,NC_020542.1
RefSoil_753,1262456,Bacteria,Betaproteobacteria,Ralstonia solanacearum FQY_4,TRUE,91,plasmid1,NC_021745.1
RefSoil_759,1203460,Bacteria,Actinobacteria,Streptomyces hygroscopicus subsp. jinggangensi,TRUE,117,plasmid1,NC_020894.1
RefSoil_762,1265601,Bacteria,Actinobacteria,Streptomyces sp. PAMC26508,TRUE,117,plasmid1,NC_021056.1
RefSoil_772,86416,Bacteria,Firmicutes,Clostridium pasteurianum BC1,TRUE,206,plasmid1,NC_021183.1
RefSoil_780,1166130,Bacteria,Gammaproteobacteria,Enterobacter sp. R4-368,TRUE,193,plasmid1,NC_021492.1
RefSoil_782,682634,Bacteria,Gammaproteobacteria,Serratia plymuthica 4Rx13,TRUE,193,plasmid1,NC_021594.1
RefSoil_787,1096995,Bacteria,Gammaproteobacteria,Acinetobacter baumannii BJAB07104,TRUE,193,plasmid1,NC_021727.1
RefSoil_788,1096997,Bacteria,Gammaproteobacteria,Acinetobacter baumannii BJAB0868,TRUE,193,plasmid1,NC_021730.1
RefSoil_789,1096996,Bacteria,Gammaproteobacteria,Acinetobacter baumannii BJAB0715,TRUE,193,plasmid1,NC_021734.1
RefSoil_790,1346614,Bacteria,Gammaproteobacteria,Serratia liquefaciens ATCC 27592,TRUE,193,plasmid1,NC_021742.1
RefSoil_793,1328306,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. Mim1,TRUE,124,plasmid1,NC_021906.1
RefSoil_794,1214242,Bacteria,Actinobacteria,Streptomyces collinus Tu 365,TRUE,117,plasmid1,NC_022001.1
RefSoil_795,1266844,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus 386B,TRUE,124,plasmid1,NC_021976.1
RefSoil_797,1367847,Bacteria,Alphaproteobacteria,Paracoccus aminophilus JCM 7686,TRUE,124,plasmid1,NC_022042.1
RefSoil_798,1345697,Bacteria,Firmicutes,Geobacillus sp. JF8,TRUE,206,plasmid1,NC_022092.1
RefSoil_800,1136179,Bacteria,Actinobacteria,Rhodococcus erythropolis CCM2595,TRUE,117,plasmid1,NC_022125.1
RefSoil_808,1358410,Bacteria,Epsilonproteobacteria,Campylobacter coli 15-537360,TRUE,9,plasmid1,NC_022656.1
RefSoil_809,557599,Bacteria,Actinobacteria,Mycobacterium kansasii ATCC 12478,TRUE,117,plasmid1,NC_022654.1
RefSoil_810,69328,Bacteria,Gammaproteobacteria,Pseudomonas sp. VLB120,TRUE,193,plasmid1,NC_022739.1
RefSoil_811,1415784,Bacteria,Firmicutes,Bacillus toyonensis BCT-7112,TRUE,206,plasmid1,NC_022782.1
RefSoil_814,529122,Bacteria,Firmicutes,Bacillus thuringiensis YBT-1518,TRUE,206,plasmid1,NC_020124.1
RefSoil_825,355249,Bacteria,Actinobacteria,Streptomyces sp. Tu6071,TRUE,117,plasmid1,NZ_CM001166.1
RefSoil_828,1219375,Bacteria,Gammaproteobacteria,Xanthomonas cassavae CFBP 4642,TRUE,193,plasmid1,NZ_CM002140.1
RefSoil_829,191292,Bacteria,Actinobacteria,Rhodococcus aetherivorans,TRUE,117,plasmid1,NZ_CM002178.1
RefSoil_830,1395516,Bacteria,Gammaproteobacteria,Pseudomonas moraviensis R28-S,TRUE,193,plasmid1,NZ_CM002331.1
RefSoil_831,1412844,Bacteria,Firmicutes,Bacillus anthracis 52-G,TRUE,206,plasmid1, NZ_CM002396.1
RefSoil_832,1412842,Bacteria,Firmicutes,Bacillus anthracis 9080-G,TRUE,206,plasmid1, NZ_CM002399.1
RefSoil_833,1412843,Bacteria,Firmicutes,Bacillus anthracis 8903-G,TRUE,206,plasmid1,NZ_CM002402.1
RefSoil_834,1457195,Bacteria,Betaproteobacteria,Ralstonia solanacearum Rs-10-244,TRUE,91,plasmid1,NZ_CM002756.1
RefSoil_835,1394180,Bacteria,Betaproteobacteria,Ralstonia solanacearum Rs-09-161,TRUE,91,plasmid1,NZ_CM002758.1
RefSoil_837,743835,Bacteria,Firmicutes,Bacillus anthracis str. A16,TRUE,206,plasmid1,NZ_CP001971.1
RefSoil_838,673518,Bacteria,Firmicutes,Bacillus anthracis str. A16R,TRUE,206,plasmid1,NZ_CP001975.1
RefSoil_842,1247726,Bacteria,Betaproteobacteria,Advenella mimigardefordensis DPN7,TRUE,91,plasmid1,NZ_CP003916.1
RefSoil_844,543736,Bacteria,Actinobacteria,Rhodococcus opacus PD630,TRUE,117,plasmid1,NZ_CP003950.1
RefSoil_845,1123862,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae subsp. pneumoniae Kp13,TRUE,193,plasmid1,NZ_CP003996.1
RefSoil_848,1261129,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid1,NZ_CP004883.1
RefSoil_849,763057,Bacteria,Alphaproteobacteria,Mesorhizobium huakuii 7653R,TRUE,124,plasmid1,NZ_CP006582.1
RefSoil_850,1356852,Bacteria,Bacteroidetes,Hymenobacter sp. APR13,TRUE,19,plasmid1,NZ_CP006588.1
RefSoil_851,1123269,Bacteria,Alphaproteobacteria,Sphingomonas sanxanigenens DSM 19645,TRUE,124,plasmid1,NZ_CP011450.1
RefSoil_852,155920,Bacteria,Gammaproteobacteria,Xylella fastidiosa subsp. sandyi Ann-1,TRUE,193,plasmid1,NZ_CP006697.1
RefSoil_853,1392837,Bacteria,Firmicutes,Bacillus anthracis str. SVA11,TRUE,206,plasmid1,NZ_CP006743.1
RefSoil_860,1432050,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. IE4771,TRUE,124,plasmid1,NZ_CP006987.1
RefSoil_864,754523,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM1689,TRUE,124,plasmid1, NZ_CP007046.1
RefSoil_865,1033991,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii CB782,TRUE,124,plasmid1,NZ_CP007068.1
RefSoil_870,1288,Bacteria,Firmicutes,Staphylococcus xylosus,TRUE,206,plasmid1,NZ_CP007209.1
RefSoil_871,1435057,Bacteria,Alphaproteobacteria,Agrobacterium tumefaciens LBA4213 (Ach5),TRUE,124,plasmid1,NZ_CP007227.1
RefSoil_872,367190,Bacteria,Gammaproteobacteria,Yersinia similis,TRUE,193,plasmid1,NZ_CP007231.1
RefSoil_873,1416753,Bacteria,Alphaproteobacteria,Ensifer adhaerens OV14,TRUE,124,plasmid1,NZ_CP007239.1
RefSoil_878,1286171,Bacteria,Firmicutes,Eubacterium acidaminophilum DSM 3953,TRUE,206,plasmid1,NZ_CP007453.1
RefSoil_881,1280,Bacteria,Firmicutes,Staphylococcus aureus,TRUE,206,plasmid1,NZ_CP007500.1
RefSoil_883,42256,Bacteria,Actinobacteria,Rubrobacter radiotolerans,TRUE,117,plasmid1,NZ_CP007515.1
RefSoil_885,1333848,Bacteria,Gammaproteobacteria,Citrobacter freundii CFNIH1,TRUE,193,plasmid1,NZ_CP007558.1
RefSoil_887,68570,Bacteria,Actinobacteria,Streptomyces albulus,TRUE,117,plasmid1,NZ_CP007575.1
RefSoil_890,570416,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid1,NZ_CP007612.1
RefSoil_891,1392,Bacteria,Firmicutes,Bacillus anthracis,TRUE,206,plasmid1,NZ_CP007617.1
RefSoil_897,261591,Bacteria,Firmicutes,Bacillus anthracis str. Vollum,TRUE,206,plasmid1,NZ_CP007664.1
RefSoil_899,1392,Bacteria,Firmicutes,Bacillus anthracis,TRUE,206,plasmid1,NZ_CP007702.1
RefSoil_901,796606,Bacteria,Firmicutes,Bacillus methanolicus MGA3,TRUE,206,plasmid1,NZ_CP007741.1
RefSoil_906,192,Bacteria,Alphaproteobacteria,Azospirillum brasilense,TRUE,124,plasmid1,NZ_CP007794.1
RefSoil_914,571,Bacteria,Gammaproteobacteria,Klebsiella oxytoca,TRUE,193,plasmid1,NZ_CP008842.1
RefSoil_915,1392,Bacteria,Firmicutes,Bacillus anthracis,TRUE,206,plasmid1,NZ_CP008847.1
RefSoil_919,588,Bacteria,Gammaproteobacteria,Providencia stuartii,TRUE,193,plasmid1,NZ_CP008919.1
RefSoil_923,155864,Bacteria,Gammaproteobacteria,Escherichia coli O157:H7 str. EDL933,TRUE,193,plasmid1,NZ_CP008958.1
RefSoil_926,348824,Bacteria,Alphaproteobacteria,Rhizobium sp. LPU83,TRUE,124,plasmid1,NZ_HG916853.1
RefSoil_927,1028800,Bacteria,Alphaproteobacteria,Neorhizobium galegae bv. orientalis str. HAMB,TRUE,124,plasmid1,NZ_HG938354.1
RefSoil_928,1028801,Bacteria,Alphaproteobacteria,Neorhizobium galegae bv. officinalis bv,TRUE,124,plasmid1,NZ_HG938356.1
RefSoil_4,243230,Bacteria,Deinococcus-Thermus,Deinococcus radiodurans R1,TRUE,6,plasmid2,NC_000958.1
RefSoil_5,160492,Bacteria,Gammaproteobacteria,Xylella fastidiosa 9a5c,TRUE,193,plasmid2,NC_002490.1
RefSoil_9,266835,Bacteria,Alphaproteobacteria,Mesorhizobium loti MAFF303099,TRUE,124,plasmid2,NC_002682.1
RefSoil_19,176299,Bacteria,Alphaproteobacteria,Agrobacterium fabrum str. C58,TRUE,124,plasmid2,NC_003065.3
RefSoil_23,103690,Bacteria,Cyanobacteria,Nostoc sp. PCC 7120,TRUE,27,plasmid2,NC_003240.1
RefSoil_36,196164,Bacteria,Actinobacteria,Corynebacterium efficiens YS-314,TRUE,117,plasmid2,NC_004320.1
RefSoil_51,264730,Bacteria,Gammaproteobacteria,Pseudomonas savastanoi pv. phaseolicola 1448A,TRUE,193,plasmid2,NC_007275.1
RefSoil_60,273123,Bacteria,Gammaproteobacteria,Yersinia pseudotuberculosis IP 32953,TRUE,193,plasmid2,NC_006154.1
RefSoil_62,288681,Bacteria,Firmicutes,Bacillus cereus E33L,TRUE,206,plasmid2,NC_007104.1
RefSoil_65,247156,Bacteria,Actinobacteria,Nocardia farcinica IFM 10152,TRUE,117,plasmid2,NC_006363.1
RefSoil_69,76114,Bacteria,Betaproteobacteria,Aromatoleum aromaticum EbN1,TRUE,91,plasmid2,NC_006824.1
RefSoil_75,321314,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,plasmid2,NC_006855.1
RefSoil_80,279808,Bacteria,Firmicutes,Staphylococcus haemolyticus JCSC1435,TRUE,206,plasmid2,NC_007170.1
RefSoil_90,272943,Bacteria,Alphaproteobacteria,Rhodobacter sphaeroides 2.4.1,TRUE,124,plasmid2,NC_007488.2
RefSoil_92,316273,Bacteria,Gammaproteobacteria,Xanthomonas campestris pv. vesicatoria str,TRUE,193,plasmid2,NC_007505.1
RefSoil_98,261594,Bacteria,Firmicutes,Bacillus anthracis str. 'Ames Ancestor',TRUE,206,plasmid2,NC_007323.3
RefSoil_100,323848,Bacteria,Betaproteobacteria,Nitrosospira multiformis ATCC 25196,TRUE,91,plasmid2,NC_007616.1
RefSoil_106,347834,Bacteria,Alphaproteobacteria,Rhizobium etli CFN 42,TRUE,124,plasmid2,NC_007763.1
RefSoil_110,279238,Bacteria,Alphaproteobacteria,Novosphingobium aromaticivorans DSM 12444,TRUE,124,plasmid2,NC_009427.1
RefSoil_116,296591,Bacteria,Betaproteobacteria,Polaromonas sp. JS666,TRUE,91,plasmid2,NC_007950.1
RefSoil_119,323097,Bacteria,Alphaproteobacteria,Nitrobacter hamburgensis X14,TRUE,124,plasmid2,NC_007960.1
RefSoil_121,266264,Bacteria,Betaproteobacteria,Cupriavidus metallidurans CH34,TRUE,91,plasmid2,NC_007972.2
RefSoil_127,377628,Bacteria,Gammaproteobacteria,Yersinia pestis Nepal516,TRUE,193,plasmid2,NC_008119.1
RefSoil_128,360102,Bacteria,Gammaproteobacteria,Yersinia pestis Antiqua,TRUE,193,plasmid2,NC_008120.1
RefSoil_130,266779,Bacteria,Alphaproteobacteria,Chelativorans sp. BNC1,TRUE,124,plasmid2,NC_008243.1
RefSoil_133,101510,Bacteria,Actinobacteria,Rhodococcus jostii RHA1,TRUE,117,plasmid2,NC_008270.1
RefSoil_137,216596,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. viciae 3841,TRUE,124,plasmid2,NC_008384.1
RefSoil_141,387344,Bacteria,Firmicutes,Lactobacillus brevis ATCC 367,TRUE,206,plasmid2,NC_008499.1
RefSoil_145,290399,Bacteria,Actinobacteria,Arthrobacter sp. FB24,TRUE,117,plasmid2,NC_008538.1
RefSoil_149,338966,Bacteria,Deltaproteobacteria,Pelobacter propionicus DSM 2379,TRUE,39,plasmid2,NC_008608.1
RefSoil_154,189918,Bacteria,Actinobacteria,Mycobacterium sp. KMS,TRUE,117,plasmid2,NC_008704.1
